Variavel,Original_Min,Original_Max,Original_Media,Modular_Min,Modular_Max,Modular_Media,Diff_Max_Abs,Diff_Max_Rel,Diff_Media_Rel
Pr,1.2946528642459796e6,2.0e6,1.62490179381503e6,1.3241295544362557e6,2.0e6,1.6428998181170295e6,33230.78769175126,2.276802608971455,1.2187057229532883
UL,3.0342468,3.143137087966052,3.078895161814511,3.0342468,3.3084203955367557,3.209119734818233,0.22547517822884755,7.313629089580033,4.224309745642879
UG,2.986616,3.0400779557989126,3.0229980484068575,2.986616,3.63112780889092,3.4190309589845933,0.6055926425831091,20.016050361170965,13.088585232566759
AlfaL,0.4953541751339248,0.4991550975880176,0.49741626815826817,0.4956903729605797,0.5105668284885703,0.5011497529813846,0.012135587097328093,2.434756509936001,0.7498021214149774
AlfaG,0.5008449024119823,0.5046458248660752,0.5025837388680467,0.48943317151142973,0.5043096270394203,0.49885024701861524,0.012135587097328093,2.419526114622761,0.7436220753333663
Temperatura,50.35709380700785,60.0,52.444420065536804,50.75035525001605,60.0,54.06452317285408,4.1278040598019246,7.843329071789902,3.10053811862563
ρL,979.6347362820653,988.3668841911705,987.6774705155798,958.983856045555,988.1849397162321,977.8914242335433,28.85100392984316,2.9206302691688455,0.991605484839449
ρG,808.4125406945358,822.899448469315,821.8973922292306,773.9229198712511,822.89176362612,805.4123582358081,48.363960746460634,5.881640810094045,2.008274051515244
